TITLE,accented lemma,SEARCH LEMMA,DISPLAY LEMMA,English Definition,Decl,Idiom,Reg Adject/Adv/Form,Proper,Part Of Speech,DCC SEMANTIC GROUP,DCC Core Frequency,Herodotus 1 frequency rank,DCC Greek Core,Herodotus Book 1 Core (412 words > 10 times),Homer Core (Frequency Categories 1-4),National Collegiate Greek Exam Core,Fundamental 400 (BiCo Elementary Core),Fine 555 (BiCo Third Semester Core),Splendid 655 (BiCo Fourth Semester Core),Alpha to Omega (Groton),Greek: an Intensive Course (Hansen-Quinn),Introduction to Ancient Greek (Luschnig),Introduction to Attic Greek (Mastronarde 2013),Learn to Read Greek (Keller-Russell)
ΙΕΡΕΙΑ,ἱέρεια,ιερεια,ἵέρεια –ας ἡ,priestess,1,,,,Noun,,,,,,,,,,,,,,6,
ΙΕΡΕΙΡΟΝ ,ἱερεῖρον ,ιερειρον ,ἱερεῖρον –ου τό,sacrificial victim,2,,,,Noun,,,,,,,,,,,,,,,
ΙΕΡΕΥΣ,ἱερεύς,ιερευς,ἱερεύς –έως ὁ,"priest, sacrificer",3,,,,Noun,Religion,,,,,,,1,1,1,,10,5.a,21,
ΙΕΡΟΝ ,ἰερόν ,Ιερον ,ἰερόν τό,temple,2,,,,Noun,,,,,,,,,,,,5,,,
ΙΖΩ,ἵζω,,ἵζω,"take a seat, sit down, sit still, rest",,,,,Verb,,,,,,4,,,,,,,,,
ΙΚΑΝΩ,ἱκάνω,,ἱκάνω,"come to, arrive at, reach",,,,,Verb,,,,,,3,,,,,,,,,
ΙΚΕΤΗΣ ,ἱκέτης ,ικετης ,ἱκέτης –ου ὁ ,suppliant,2,,,,Noun,,,,,,,,,,,,,,,
ΙΚΝΕΟΜΑΙ,ἱκνέομαι,ικνεομαι,ἱκνέομαι ἵξομαι ἱκόμην ––– ἷγμαι –––,come,,,,,Verb,Locomotion,,,,,2,,,,1,,,,,
ΙΛΕΟΣ ,ἵλεος ,ιλεος ,ἵλεος –ον,"propitious, gratious",2,,,,Adjective,,,,,,,,,,,,,,,
ΙΜΑΤΙΟΝ,ἱμάτιον,ιματιον,ἱμάτιον –ου τό,"a cloak, mantle, outer garment",2,,,,Noun,"Family, Friendship, and the Home",,,,,,,,,,14,,,,
ΙΝΑ-ΜΗ ,ἵνα-μή ,ινα-μη ,ἵνα μή or ὅπως μή or ὡς μή or μή,"in order that...not, lest",,1,,,Conjunction,,,,,,,,,,,39,,,,
ΙΠΠΕΥΩ,ἱππεύω,ιππευω,ἱππεύω ἱππεύσω ἵππευσα,be horseman; ride horseman,,,,,Verb,,,,,,,,,,,,,,,
ΙΠΠΙΚΟΝ ,ἱππικόν ,ιππικον ,ἱππικόν –ου τό,cavalry,2,,,,Noun,,,,,,,,,,,,,,,
ΙΣΟΩ,ἱσόω,ισοω,ἱσόω,to make equal,,,,,Verb,,,,,,,,,,,,,,,
ΙΣΤΙΑ,ἱστία,ιστια,ἱστία –ων τά,sails,2,,,,Noun,,,,,,,,,,,,,,,
ΙΣΤΟΡΕΩ,ἱστορέω,ιστορεω,ἱστορέω,"inquire into, learn, know",,,,,Verb,Education,,,,,,,,,,,,,,
ΙΣΤΟΡΙΑ,ἱστορία,ιστορια,ἱστορία –ας ἡ,inquiry,1,,,,Noun,Education,,,,,,,,,,,,,,
ΙΣΧΥΣ,ἱσχύς,ισχυς,ἰσχύς ἰσχύος ἡ,"strength, might, power",3,,,,Noun,,,,,,,,,,,,,,21,
ΙΣΧΥΩ,ἰσχύω,Ισχυω,ἰσχύω,to be strong,,,,,Verb,,,,,,,,,,,,,,,
ΙΣΧΩ,ἴσχω,,ἴσχω,"hold; hold back, check, restrain",,,,,Verb,,,,,,4,,,,,,,,,
ΙΧΘΥΣ,ἰχθύς,ιχθυς,ἰχθυς –ύος ὁ/ἡ,fish,3,,,,Noun,,,,,,,,,,,,,,21,
ΙΩΝΕΣ/N,Ἴωνες/N,ιωνες/N,Ἴωνες οἱ,Ionian,3,,,1,Noun,,,72,,1,,,,,,,,,,
ΙΩΝΙΗ/N,Ἰωνίη/N,Ιωνιη/N,Ἰωνίη ἡ,Ionia,1,,,1,Noun,,,264,,1,,,,,,,,,,
ΚAΝ,κἀν,κaν,κἀν,και + ἐν,,1,,,Conjunction,,,,,,,,,,,,,,,
,καθ'-ἑνα,καθ-ενα,καθ-ἑνα,"one by one, singly",,1,,,Idiom,,,,,,,,,,,30,,,,
,καθ-ἡμέραν,καθ-ημεραν,καθ-ἡμέραν,"day by day, daily",,1,,,Idiom,,,,,,,,,,,23,,,,
ΚΑΘΑ,καθά,καθα,καθά,just as,,,,,Adverb,,,,,,,,,,,,,,,
ΚΑΘΑΙΡΩ ,καθαίρω ,καθαιρω ,καθαίρω καθαρῶ ἐκάθηρα κεκάθαρμαι ἐκαθάρθην,purify,,,,,Verb,,,,,,,,,,,,,,,
ΚΑΘΑΡΟΣ,καθαρός,καθαρος,καθαρός –ά –όν,pure,1,,,,Adjective,Characteristics,,,,,,,,,,,,,,
ΚΑΘΕΞΟΜΑΙ,καθέξομαι,καθεξομαι,καθέξομαι καθεδοῦμαι,sit down; encamp,,,,,Verb,,,,,,,,,,,,,,,
ΚΑΘΕΥΔΩ ,καθεύδω ,καθευδω ,καθεύδω (imperf. ἐκάθευδον or καθηῦδον) καθευδήσω — — — —,sleep,,,,,Verb,,,,,,,,,,,45,,,,
ΚΑΘΗΜΑΙ,κάθημαι,καθημαι,κάθημαι ––– ––– ––– ––– –––,"be seated, sit; reside",,,,,Verb,,,,,,,,,,,,,12.a,,
ΚΑΘΗΜΕΡΑΝ,καθ’-ἡμέραν,καθημεραν,καθ’ ἡμέραν,every day,,,,,Adverb,,,,,,,,,,,,,,,
ΚΑΘΙΖΕΙ,καθίζει,καθιζει,καθίζει,sit,,,,,Verb,,,,,,,,,,,,,,,
ΚΑΘΙΖΩ,καθίζω,καθιζω,καθίζω,make X sit down; set; place,,,,,Verb,,,,,,,,,,,,,,,
ΚΑΘΟ,καθό,καθο,καθό,in so far as,,,,,Adverb,,,,,,,,,,,,,,,
ΚΑΘΟΛΟΥ,καθόλου,καθολου,καθόλου,"on the while, in general",,,,,Adverb,,,,,,,,,,,,,,,
ΚΑΘΟΡΑΩ ,καθοράω ,καθοραω ,καθοράω κατόψομαι κατεῖον,look down on,,,,,Verb,,,,,,,,,,,,,,,
ΚΑΘΩΣ,καθώς,καθως,καθώς,"just as, how",,,,,Adverb,,,,,,,,,,,,,,,
ΚΑΙ-ΔΗ-ΚΑΙ,καὶ-δὴ-καί,και-δη-και,καὶ δὴ καί,and in particular; and what is more,,1,,,Particle,,,,,,,,,,,,,,36,
ΚΑΙ-ΚΑΙ,καὶ-καί,και-και,καὶ...καί,both…and,,1,,,Idiom,,,,,,,,,,,3,1,1.a,,
ΚΑΙ-ΜΗΝ,καί-μήν,και-μην,καί μήν,and what is more,,1,,,Idiom,,,,,,,,,,,32,,,36,
ΚΑΙ-ΝΥΝ,καὶ-νῦν,και-νυν,καὶ νῦν,even now,,1,,,Idiom,,,,,,,,,,,,,2.a,,
,καὶ-τὰ-λοιπά,και-τα-λοιπα,καὶ τὰ λοιπά,etc. (abbreviated κτλ.),,1,,,Idiom,,,,,,,,,,,32,,,,
ΚΑΙΝΟΣ,καινός,καινος,καινός –ή –όν,"new, fresh, novel",1,,,,Adjective,Characteristics,,,,,,,,,,,19,,,
ΚΑΙΠΕΡ,καίπερ,καιπερ,καίπερ,although,,,,,Conjunction,,,,,,,,1,1,1,24,8,4.b,27,11
ΚΑΙΩ,καίω,καιω,καίω καύσω ἔκαυσα –κέκαυκα κέκαυμαι ἐκαύθην,"light, kindle, burn",,,,,Verb,,,,,,4,,,,,,,,26,
ΚΑΚΙΑ,κακία,κακια,κακία –ας ἡ,"badness, cowardice, vice",1,,,,Noun,Characteristics,,,,,,,,,,,,,29,
ΚΑΚΙΣΤΟΣ,κάκιστος,κακιστος,κάκιστος –η –ον,worst (morally),1,,,,Adjective,,,,,,,,,,,33,,10,,
ΚΑΚΙΩΝ,κακíων,κακιων,κακíων –ῑον,worse (morally),3,,,,Adjective,,,,,,,,,,,33,,10,31,
ΚΑΚΟΔΑΙΜΩΝ ,κακοδαίμων ,κακοδαιμων ,κακοδαίμων –ονος,"having an evil spirit, having bad luck",3,,,,Adjective,,,,,,,,,,,,,,,
ΚΑΚΟΩ,κακόω,κακοω,κακόω,"maltreat, afflict; ruin",,,,,Verb,,,,,,,,,,,,,,,
,κακῶς,κακως,κακῶς,"badly, wickedly",,,,,Adverb,,,,,,,,,,,17,,,,
,κακῶς-ἔχειν,κακως-εχειν,κακῶς-ἔχειν,fare badly,,1,,,Idiom,,,,,,,,,,,17,,,,
,κακῶς-πάσχειν,κακως-πασχειν,κακῶς-πάσχειν,"be treated badly, fare badly",,1,,,Idiom,,,,,,,,,,,40,,,,
,κακῶς-πράττειν,κακως-πραττειν,κακῶς-πράττειν,fare badly,,1,,,Idiom,,,,,,,,,,,17,,,,
ΚΑΛΛΙΣΤΟΣ,κάλλιστος,καλλιστος,κάλλιστος –η –ον,finest,1,,,,Adjective,,,,,,,,,,,33,,10,,
ΚΑΛΛΙΩΝ,καλλíων,καλλιων,καλλíων –ῑον,finer,3,,,,Adjective,,,,,,,,,,,33,,10,31,
ΚΑΛΛΟΣ,κάλλος,καλλος,κάλλος –ους τό,beauty pl. beautiful things,3,,,,Noun,Characteristics,,,,,,,1,1,1,,11,5.a,29,
ΚΑΛΥΠΩ,καλύπτω,,καλύπτω,"cover, veil, hide, mid., oneself or some part of oneself",,,,,Verb,,,,,,3,,,,,,,,,
ΚΑΜΗΛΟΣ ,κάμηλος ,καμηλος ,κάμηλος –ου ἡ,camel,1,,,,Noun,,,,,,,,,,,,,,,
ΚΑΜΝΩ,κάμνω,καμνω,κάμνω καμοῦμαι ἔκαμον κεκήμακα ––– –––,"work, labor, win by toil",,,,,Verb,,,,,,,,,,,,,,,
ΚΑΝΔΑΥΛΗΣ/N,Κανδαύλης /N,Κανδαυλης/N,Κανδαύλης ὁ,"Candaules, King of Sardis",1,,,1,Noun,,,321,,1,,,,,,,,,,
ΚΑΝΟΥΝ,κανοῦν,κανουν,κανοῦν –οῦ τό,basket,2,,,,Noun,,,,,,,,,,,,,,40,
ΚΑΡ/N,Κάρ/N,Καρ/N,Κάρ Κᾱρός ὁ,Carian,3,,,1,Noun,,,245,,1,,,,,,,,,,
ΚΑΡΔΙΑ,καρδία,καρδια,καρδία –ας ἡ,heart,1,,,,Noun,Body parts,,,,,,,,,,,,,,
ΚΑΡΗ,κάρη,,κάρη κάρητος,_x0001_head,3,,,,Noun,,,,,,4,,,,,,,,,
ΚΑΡΠΟΣ,καρπός,καρπος,καρπός –οῦ ὁ,"fruit, profit, returns",2,,,,Noun,,,280,,1,,,,,,,,,,
ΚΑΡΤΑ,κάρτα,καρτα,κάρτα,"very, very much, strongly",,,,,Adverb,,,209,,1,,,,1,1,,,,,
ΚΑΡΤΕΡΟΣ,καρτερός,καρτερος,καρτερός –ά –όν ,strong; fierce,1,,,,Adjective,,,,,,,,,,,,,,,
ΚΑΡΤΟΣ,κάρτος,καρτος,κάρτος –εος τό,"strength, vigor, courage",3,,,,Noun,Characteristics,,,,,,,,,,,,,,
,κατὰ-γῆν,κατα-γην,κατὰ-γῆν,by land,,1,,,Idiom,,,,,,,,,,,20,,,,
,κατὰ-θάλασσαν,κατα-θαλασσαν,κατὰ-θάλασσαν,by sea,,1,,,Idiom,,,,,,,,,,,20,,,,
ΚΑΤΑ-ΚΟΣΜΟΝ,κατὰ-κόσμον,κατα-κοσμον,κατὰ κόσμον,"in order, duly",,1,,,Idiom,,,,,,,,,,,,,2.a,,
ΚΑΤΑ-ΜΕΣΟΝ,κατὰ-μέσον,κατα-μεσον,κατὰ μέσον,in the middle of...,,1,,,Idiom,,,,,,,,,,,,,,,
ΚΑΤΑ-ΝΟΜΟΝ,κατὰ-νόμον,κατα-νομον,κατὰ νόμον,according to law,,1,,,Idiom,,,,,,,,,,,,,1.b,,
ΚΑΤΑΒΑΙΝΩ,καταβαίνω,καταβαινω,καταβαίνω καταβήσομαι κατέβην καταβέβηκα ––– –––,"step down, go down",,,,,Verb,Locomotion,,,,,,,,,,,,,24,
ΚΑΤΑΓΙΓΝΩΣΚΩ,καταγιγνώσκω,καταγιγνωσκω,καταγιγνώσκω καταγνώσομαι κατέγνων κατέγνωκα κατέγνωσμαι κατεγνώσθην,"have prejudice, charge",,,,,Verb,,,,,,,,,,,,,,,
ΚΑΤΑΓΩ,κατάγω,καταγω,κατάγω κατάξω κατήγαγον καταγήοχα κατῆγμαι κατήχθην,lead down,,,,,Verb,Locomotion,,,,,,,,,,,,,,
ΚΑΤΑΔΥΩ,καταδύω,καταδυω,καταδύω καταδύσω καταδέδυκα/κατέδυν καταδέδυμαι καταδεδύθην,"sink; athematic aorist, intransitive, sank; of the sun, set",,,,,Verb,,,,,,,,,,,,,,24,
ΚΑΤΑΚΑΙΩ,κατακαίω,κατακαιω,κατακαίω κατακαύσω κατέκαυσα κατακέκαυμαι κατεκαύθην,burn completely,,,,,Verb,,,,,,,,,,,,,,,
ΚΑΤΑΛΕΙΠΩ,καταλέιπω,καταλειπω,καταλείπω καλλείψω κάλλιπον καταλέλοιπα καταλέλειμμαι κατελείφθην,to leave behind,,,,,Verb,Locomotion,,,,,,,,,,,,,33,
ΚΑΤΑΛΥΩ,καταλύω,καταλυω,καταλύω καταλύσω κατέλυσα καταλέλυκα καταλέλυμαι κατελύθην,"dissolve, destroy",,,,,Verb,War and Peace,,,,,,,,,,,12,,,
ΚΑΤΑΠΑΥΩ,καταπαύω,καταπαυω,καταπαύω,put an end to,,,,,Verb,,,,,,,,,,,,,,,
ΚΑΤΑΠΛΗΣΣΩ,καταπλήσσω,καταπλησσω,καταπλήττω καταπλεύσω κατέπληξα καταπέπληγα καταπέπληγμαι κατεπλήγην (–επλάγην),strike down,,,,,Verb,War and Peace,,,,,,,,,,,,,,
ΚΑΤΑΣΤΡΕΦΩ,καταστρέφω,καταστρεφω,καταστρέφω καταστρέψω κατέστρεψα ––– κατέστραμμαι κατέστράφθην,"subdue, trample-on",,,,,Verb,War and Peace,,175,,1,,,,1,1,,,,,
ΚΑΤΑΤΙΘΗΜΙ,κατατίθημι,κατατιθημι,κατατίθημι καταθήσω κατέθηκα κατατέθηκα κατατέθην,"put down; (mid.) lay aside, store up",,,,,Verb,,,,,,,,,,,,,,23,
ΚΑΤΑΦΕΥΓΩ,καταφεύγω,καταφευγω,καταφεύγω καταφεύξομαι κατέφυγον καταπέφευγα ––– –––,flee for refuge,,,,,Verb,Locomotion,,,,,,,,,,,,,,
ΚΑΤΑΦΡΟΝΕΩ,καταφρονέω,καταφρονεω,καταφρονέω καταφρονήσω κατεφρόνησα καταπεφρόνηκα καταπεφρόνημαι κατεφρονήθην,"disdain, scorn, despise",,,,,Verb,The Senses and Feelings,,,,,,,,,,,,,,
ΚΑΤΕΧΩ,κατέχω,κατεχω,κατέχω καθέξω (or κατασχήσω) κατέσχον κατέσχηκα ––– –––,"hold back, withhold",,,,,Verb,,,,,,,,,,,,,,,
ΚΑΤΗΓΟΡΙΑ,κατηγορία,κατηγορια,κατηγορία –άς ἡ,"an accusation, charge",1,,,,Noun,Law,,,,,,,,,,,,,,
ΚΑΤΙΣΤΗΜΙ,κατίστημι,κατιστημι,κατίστημι –στήσω –έστησα –έστηκα –έσταμαι –εστάθην,"set down; appoint, establish",,,,,Verb,,,233,,1,,,,1,1,,,,,
ΚΑΤΟΙΚΕΩ,κατοικέω,κατοικεω,κατοικέω κατοικήσω κατῴκησα κατῴκηκα κατῴκημαι κατῳκήθην,"to know well, understand",,,,,Verb,,,,,,,,,,,,,,,
ΚΑΤΟΡΘΟΩ,κατορθόω,κατορθοω,κατορθόω κατορθώσω κατώρθωσα κατώρθωκα κατώρθωμαι κατωρθώθην,"set upright, accomplish",,,,,Verb,,,,,,,,,,,,,,,
ΚΑΤΩ,κάτω,κατω,κάτω,"down, downwards",,,,,Adverb,,,,,,,,,,,39,,,,
ΚΕ,κέ,,κέ,enclitic modal adv. indicating a condition,,,,,Adverb,,,,,,1,,,,1,,,,,
ΚΕΛΟΜΑΙ,κέλομαι,,κέλομαι,"command, urge on, exhort, call to",,,,,Verb,,,,,,4,,,,,,,,,
ΚΕΝΟΣ,κενός,κενος,κενός –ή –όν,"empty, void of +gen.",1,,,,Adjective,,,,,,,,,,,44,,,,
ΚΕΝΟΩ/ΚΕΙΝΟΩ,κενόω/κεινόω,κενοω/κεινοω,κενόω/κεινόω,"empty out, drain",,,,,Verb,,,,,,,,,,,,,,,
ΚΕΝΤΡΟΝ,κέντρον,κεντρον,κέντρον –ου ὁ,"goad, spur, sharp point",2,,,,Noun,,,,,,,,,,,,,,,
ΚΕΡΑΣ/1,κέρας/1,κερας/1,κέρας –ατος τό,horn,3,,,,Noun,Natural World,,,,,,,,,,,,,,
ΚΕΡΑΣ/2,κέρας/2,κερας/2,κέρας –ως τό,wing (of a fleet or army),3,,,,Noun,,,,,,,,,,,,,,,
ΚΕΡΔΟΣ,κέρδος,κερδος,κέρδος –ους τό,"gain, profit",3,,,,Noun,,,,,,,,1,1,1,,19,5.a,,
ΚΕΦΑΛΑΙΟΣ,κεφάλαιος,κεφαλαιος,κεφάλαιος –α –ον,"of the head, completion, chief poin",1,,,,Adjective,,,,,,,,,,,,,,,
ΚΗΔΩ,κήδω,κηδω,κήδω,"to trouble, distress, vex",,,,,Verb,The Senses and Feelings,,,,,,,,,,,,,,
ΚΗΡ,κήρ,,κήρ,"doom, death, fate",3,,,,Noun,,,,,,4,,,,,,,,,
ΚΗΡ/2,κῆρ,,κῆρ κῆρος τό,Heart,3,,,,Noun,,,,,,4,,,,,,,,,
ΚΗΡΥΞ,κῆρυξ,κηρυξ,κῆρυξ –υκος ὁ,messenger,3,,,,Noun,Communication,,265,,1,4,,1,1,1,30,11,5.a,,
ΚΗΡΥΣΣΩ,κηρύσσω,κηρυσσω,κηρύσσω κηρύξω ἐκήρυξα κεκήρυκα κεκήρυγμαι ἐκηρύχθην,"be a herald, invoke, proclaim",,,,,Verb,Communication,,,,,,,,,,,,,,
ΚΙΘΑΡΙΖΩ,κιθαρίζω,κιθαριζω,κιθαρίζω κιθαριῶ ἐκιθάρισα,play the lyre,,,,,Verb,,,,,,,,,,,,,,,
ΚΙΘΑΡΙΣΤΗΣ ,κιθαριστής ,κιθαριστης ,κιθαριστής –οῦ ὁ,lyre player,2,,,,Noun,,,,,,,,,,,,,,,
ΚΙΝΔΥΝΕΥΩ,κινδυνεύω,κινδυνευω,κινδυνεύω κινδυνεύσω ἐκινδύνευσα κεκινδύνευκα κεκινδύνευμαι ἐκινδυνεύθην,risk,,,,,Verb,War and Peace,,,,,,,,,,,,4.b,,
ΚΙΝΗΣΙΣ,κίνησις,κινησις,κίνησις –εως ἡ,"movement, motion",3,,,,Noun,Locomotion,,,,,,,,,,,,,,
ΚΙΧΑΝΩ,κιχάνω,,κιχάνω," overtake, come upon, find",,,,,Verb,,,,,,4,,,,,,,,,
ΚΙΩ,κίω,κιω,κίω,"go, go away",,,,,Verb,Locomotion,,,,,3,,,,,,,,,
ΚΛΑΙΩ,κλαίω,,κλαίω,"weep, cry",,,,,Verb,,,,,,4,,,,,,,,,
ΚΛΕΟΣ,κλέος,κλεος,κλέος –ους τό,glory,3,,,,Noun,War and Peace,,,,,4,,,,,,,5.a,,
ΚΛΕΠΤΗΣ,κλέπτης,κλεπτης,κλέπτης –ου ὁ,thief,1,,,,Noun,,,,,,,,,,,,7,,,
ΚΛΕΠΤΩ,κλέπτω,κλεπτω,κλέπτω κλέψω ἔκλεψα κέκλοφα κέκλεμμαι ἐκλάπην,steal,,,,,Verb,,,,,,,,1,1,1,3,7,5.a,35,
ΚΛΙΜΑΞ,κλῖμαξ,κλιμαξ,κλῖμαξ –ακος ἡ,"ladder, staircase",3,,,,Noun,,,,,,,,,,,39,,,,
ΚΛΙΝΗ,κλίνη,κλινη,κλίνη –ης ἡ,"bed, couch",1,,,,Noun,,,,,,,,,,,5,,,,
ΚΛΙΝΩ,κλίνω,κλινω,κλίνω κλινῶ ἔκλινα κέκλικα κέκλιμαι ἐκλίνην,bend,,,,,Verb,,,,,,4,,,,,,,,38,
ΚΛΙΣΙΗ,κλισίη,κλισιη,κλισίη –ῆς ἡ,"hut, tent",1,,,,Noun,War and Peace,,,,,3,,,,,,,,,
ΚΛΟΠΗ,κλοπή,κλοπη,κλοπή ῆς ἡ,theft,1,,,,Noun,,,,,,,,,,,,7,,,
ΚΛΥΤΟΣ,κλυτός,,"κλῠτός, ή, όν ","illustrious, glorious","1, 2",,,,Adjective,,,,,,4,,,,,,,,,
ΚΛΥΩ,κλύω,κλυω,κλύω,hearken,,,,,Verb,Communication,,,,,3,,,,,,,,,
ΚΛΩΨ,κλώψ,κλωψ,κλώψ κλοπός ὁ,thief,3,,,,Noun,,,,,,,,,,,16,,5.a,,
ΚΝΩΣΟΣ/N,Κνωσός/N,Κνωσος/N,Κνωσός ἡ ,Knossos,2,,,1,Noun,,,,,,,,,,,,,,,
ΚΟΙΛΟΣ,κοῖλος,,κοῖλος -η -ον ,hollow,"1, 2",,,,Adjective,,,,,,4,,,,,,,,,
ΚΟΙΝΟΩ,κοινόω,κοινοω,κοινόω,"make common, defile, share in",,,,,Verb,Government and Society,,,,,,,,,,,,,,
ΚΟΙΝΩΝΕΩ,κοινωνέω,κοινωνεω,κοινωνέω,"have a share, take part in",,,,,Verb,,,,,,,,,,,,,,,
ΚΟΙΝΩΝΙΑ,κοινωνία,κοινωνια,κοινωνία –άς ἡ,"communion, partnership",1,,,,Noun,Government and Society,,,,,,,,,,,,,,
,κοινῶς,κοινως,κοινῶς,"commonly, in common",,,,,Adverb,,,,,,,,,,,31,,,,
ΚΟΙΟΣ ,κοῖος ,κοιος ,κοῖος –α –ον,what sort of? what kind of?,1,,,,Adjective,,,352,,1,,,,,,,,,,
ΚΟΛΑΖΩ,κολάζω,κολαζω,κολάζω κολάσω ἐκόλασα κεκόλακα κεκόλαμαι ἐκολάσθην,"curtail, dock, chastise",,,,,Verb,,,,,,,,,,,,,,,
ΚΟΛΠΟΣ,κόλπος,κολπος,κόλπος –ου ὁ,"womb, bay",2,,,,Noun,Natural World,,,,,,,,,,,,,,
ΚΟΝΙΗ,κονίη,,κονίη,"dust, sand, ashes",1,,,,Noun,,,,,,4,,,,,,,,,
ΚΟΠΤΩ,κόπτω,κοπτω,κόπτω κόψω ἔκοψα κέκοφα κέκομμαι ἐκόπην,cut,,,,,Verb,,,,,,,,,,,,,,11,
ΚΟΡΗ,κόρη,κορη,κόρη –ης ἡ,girl,1,,,,Noun,"Family, Friendship, and the Home",,,,,3,,,,,6,,,,
ΚΟΡΙΝΘΟΣ/N,κόρινθος /N,κορινθος/N,κόρινθος –ου ἡ,Corinth,2,,,1,Noun,,,,,,,,,,,,,,,
ΚΟΣΜΕΩ,κοσμέω,κοσμεω,κοσμέω κοσμήσω ἐκόσμησα κεκόσμηκα κεκόσμημαι ἐκοσμήθην,arrange,,,,,Verb,,,387,,1,,,,,,,,,,
ΚΟΣΜῼ,κόσμῳ,κοσμῳ,κόσμῳ,in order,,,,,Adverb,,,,,,,,,,,,,,,
ΚΟΤΕ,κοτέ,κοτε,κοτέ,"ever, at some time, once",,,,,Adverb,,,281,,1,,,,,,,,,,
ΚΟΥ,κου,κου,κου,"anywhere, somewhere; I suppose",,,,,Adverb,,,302,,1,,,,,,,,,,
ΚΡΑΔΙΗ,κραδίη,,"κρᾰδίη -ης ἡ,",heart,1,,,,Noun,,,,,,4,,,,,,,,,
ΚΡΑΤΕΡΟΣ,κρατερός,,"κρᾰτερός, ά, όν","strong, powerful, mighty","1, 2",,,,Adjective,,,,,,3,,,,,,,,,
ΚΡΑΤΙΣΤΟΣ,κράτιστος,κρατιστος,κράτιστος –η –ον,"strongest, best",1,,,,Adjective,Characteristics,,,,,,,,,,33,,10,31,11
ΚΡΑΤΟΣ,κράτος,κρατος,κράτος –ους τό,"might, power",3,,,,Noun,Government and Society,,,,,,,1,1,1,,13,10.a,15,
ΚΡΕΑΣ,κρέας,κρεας,κρέας τό,"meat, piece of meat",3,,,,Noun,,,353,,1,,,,,,,,,,
ΚΡΕΙΩΝ,κρείων,,κρείων -οντος ὁ,"ruling, ruler",3,,,,Adjective,,,,,,4,,,,,,,,,
ΚΡΗΝΗ ,κρήνη ,κρηνη ,κρήνη ἡ ,spring,1,,,,Noun,,,,,,,,,,,,,,30,
ΚΡΗΤΗ/N,Κρήτη/N,Κρητη/N,Κρήτη ἡ ,Crete,1,,,1,Noun,,,,,,,,,,,,,,,
ΚΡΗΤΗΡ ΗΡΟΣ,κρήτηρ ῆρος,κρητηρ ηρος,κρήτηρ –ῆρος ὁ,"mixing bowl, krater",3,,,,Noun,,,354,,1,,,,,,,,,,
ΚΡΙΣΙΣ,κρίσις,κρισις,κρίσις –εως ἡ,"a separating, decision",3,,,,Noun,Law,,,,,,,,,,,,,,
ΚΡΙΤΗΣ,κριτής,κριτης,κριτής –ου ὁ,judge,1,,,,Noun,Law,,,,,,,,,,,19,,6,
ΚΡΟΙΣΟΣ/N,Κροῖσος/N,Κροισος/N,Κροῖσος ὁ,"Croesus, King of the Lydians",2,,,1,Noun,,,25,,1,,,,,,,,,,
ΚΡΥΠΤΩ,κρύπτω,κρυπτω,κρύπτω κρύψω ἔκρυψα κέκρυμμαι ἐκρύφθην,"hide, cover over",,,,,Verb,,,,,,,,,,,,,,17,
ΚΤΕΙΝΩ,κτείνω,κτεινω,κτείνω κτενῶ ἔκτεινα ἀπέκτονα ––– –––,kill,,,,,Verb,War and Peace,,388,,1,2,,,,1,,,,,8
ΚΤΕΟΜΑΙ,κτέομαι,κτεομαι,κτέομαι,"procure, possess",,,,,Verb,,,,,,,,,,,,,,,
ΚΤΗΜΑ,κτῆμα,κτημα,κτῆμα –ατος τό,possession,3,,,,Noun,,,,,,4,,,,,,,5.a,,
ΚΤΙΖΩ,κτίζω,κτιζω,κτίζω,"build, found, create",,,,,Verb,,,,,,,,,,,,,,,
ΚΥΑΞΑΡΗΣ/N,Κυαξάρης /N,Κυαξαρης/N,Κυαξάρης ὁ,Cyaxares,1,,,1,Noun,,,282,,1,,,,,,,,,,
ΚΥΔΟΣ,κῦδος,,κῦδος -εος τό,"glory, majesty, might",3,,,,Noun,,,,,,4,,,,,,,,,
ΚΥΚΛΩΨ/N,Κύκλωψ -πος/N,Κυκλωψ -πος/N,Κύκλωψ –πος ὁ,Cyclops,3,,,1,Noun,,,,,,,,,,,,,,,
ΚΥΛΙΞ,κύλιξ,κυλιξ,κύλιξ –ιοκς ἡ,drinking cup,3,,,,Noun,,,,,,,,,,,,,5.a,,
ΚΥΜΑ,κῦμα,κυμα,κῦμα –ατος τό,wave,3,,,,Noun,Natural World,,,,,3,,,,,47,,,,
ΚΥΡΕΩ,κυρέω,κυρεω,κυρέω κυρήσω ἐκύρησα κεκύρηκα κεκύρημαι ἐκυρήθην,"meet with, light upon",,,,,Verb,,,,,,,,,,,,,,,
ΚΥΡΙΟΣ/2,κύριος/2,κυριος/2,κύριος –α –ον,having authority,1,,,,Adjective,,,,,,,,,,,,,,,
ΚΥΡΟΣ/N,Κῦρος/N,Κυρος/N,Κῦρος –εος ὁ,Cyrus,3,,,1,Noun,,,35,,1,,,,,,,,,8,
ΚΥΩΝ,κύων,κυων,κύων κυνός ὁ or ἡ,dog,3,,,,Noun,Natural World,,,,,3,,,,,48,,8.a,41,
ΚΩ,κω,κω,κω,"yet, up to this time",,,,,Adverb,,,389,,1,,,,,,,,,,
